"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" 0 0 0 0 0 0 0 0
"2" 0 0 0 0 0 0 0 0
"3" 0 0 0 0 0 0 0 0
"4" 0 0 0 0 0 0 0 0
"5" 0 0 0 0 0 0 0 0
"6" 0 0 0 0 0 0 0 0
"7" 0 0 0 0 0 0 0 0
"8" 0 0 0 0 0 0 0 0
"9" 0 0 0 0 0 0 0 0
"10" 0 0 0 0 0 0 0 0
"11" 0 0 0 0 0 0 0 0
"12" 0 0 0 0 0 0 0 0
"13" 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0
"17" 0 0 0 0 0 0 0 0
"18" 0 0 0 0 0 0 0 0
"19" 0 0 0 0 0 0 0 0
"20" 0 0 0 0 0 0 0 0
"21" 0 0 0 0 0 0 0 0
"22" 0 0 0 0 0 0 0 0
"23" 0 0 0 0 0 0 0 0
"24" 0 0 0 0 0 0 0 0
"25" 0 0.666666666666667 0.666666666666667 0 0 0.666666666666667 0.666666666666667 0
"26" 0 1.66666666666667 1.66666666666667 0 0 1.66666666666667 1.66666666666667 0
"27" 2 4 4 0 2 4.33333333333333 4.33333333333333 0
"28" 4.33333333333333 6 6 0 4.33333333333333 7 7 0
"29" 6.33333333333333 7 7 0 6.33333333333333 10 10 0
"30" 9.33333333333333 10 10 0 9.33333333333333 14.6666666666667 14.6666666666667 0
"31" 11.3333333333333 10.6666666666667 10.6666666666667 0 11.3333333333333 16.3333333333333 16.3333333333333 0
"32" 13.6666666666667 14 14 0 14 21.3333333333333 21.3333333333333 0
"33" 15.3333333333333 15.3333333333333 15.3333333333333 0 15.6666666666667 24.3333333333333 24.3333333333333 0
"34" 17 15.3333333333333 15.3333333333333 4.66666666666667 18 24.6666666666667 24.6666666666667 4.66666666666667
"35" 17.6666666666667 16.6666666666667 16.6666666666667 12 19.3333333333333 27 27 12
"36" 18 17.6666666666667 17.6666666666667 18.6666666666667 21 28.3333333333333 28.3333333333333 18.6666666666667
"37" 18 19 19 26 22 29.6666666666667 29.6666666666667 26
"38" 18.6666666666667 19 19 29.6666666666667 23 32 32 29.6666666666667
"39" 18.6666666666667 19 19 31.3333333333333 26.3333333333333 34 34 31.3333333333333
