"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" 0 0 0 0 0 0 0 0
"2" 0 0 0 0 0 0 0 0
"3" 0 0 0 0 0 0 0 0
"4" 0 0 0 0 0 0 0 0
"5" 0 0 0 0 0 0 0 0
"6" 0 0 0 0 0 0 0 0
"7" 0 0 0 0 0 0 0 0
"8" 0 0 0 0 0 0 0 0
"9" 0 0 0 0 0 0 0 0
"10" 0 0 0 0 0 0 0 0
"11" 0 0 0 0 0 0 0 0
"12" 0 0 0 0 0 0 0 0
"13" 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0
"17" 0 0 0 0 0 0 0 0
"18" 0 0 0 0 0 0 0 0
"19" 0 0 0 0 0 0 0 0
"20" 0 0 0 0 0 0 0 0
"21" 0 0 0 0 0 0 0 0
"22" 0 0 0 0 0 0 0 0
"23" 0 0.666666666666667 0.666666666666667 0 0 0.666666666666667 0.666666666666667 0
"24" 0 0.666666666666667 0.666666666666667 0 0 0.666666666666667 0.666666666666667 0
"25" 0 1.33333333333333 1.33333333333333 0 0 1.33333333333333 1.33333333333333 0
"26" 0 3.66666666666667 3.66666666666667 0 0 4.66666666666667 4.66666666666667 0
"27" 0.333333333333333 4.66666666666667 4.66666666666667 0 0.333333333333333 6.66666666666667 6.66666666666667 0
"28" 2.33333333333333 5.66666666666667 5.66666666666667 0 2.33333333333333 8.66666666666667 8.66666666666667 0
"29" 5.66666666666667 8.33333333333333 8.33333333333333 0 6 13.3333333333333 13.3333333333333 0
"30" 7.33333333333333 10.6666666666667 10.6666666666667 0 7.66666666666667 16.6666666666667 16.6666666666667 0
"31" 10.6666666666667 11.6666666666667 11.6666666666667 0 11 20 20 0
"32" 13.6666666666667 13.6666666666667 13.6666666666667 0 14 23.3333333333333 23.3333333333333 0
"33" 14.3333333333333 14.6666666666667 14.6666666666667 0.333333333333333 15 26.6666666666667 26.6666666666667 0.333333333333333
"34" 15.3333333333333 16.3333333333333 16.3333333333333 4.66666666666667 17 30 30 4.66666666666667
"35" 16.3333333333333 17.3333333333333 17.3333333333333 15.6666666666667 18.3333333333333 31.3333333333333 31.3333333333333 15.6666666666667
"36" 16.6666666666667 17.6666666666667 17.6666666666667 20 19 32.6666666666667 32.6666666666667 20
"37" 17 18.6666666666667 18.6666666666667 26.3333333333333 22 35.6666666666667 35.6666666666667 26.3333333333333
"38" 17.3333333333333 19 19 30.6666666666667 23.6666666666667 38 38 30.6666666666667
"39" 18 19.6666666666667 19.6666666666667 33.6666666666667 26.6666666666667 41.3333333333333 41.3333333333333 33.6666666666667
"40" 18.3333333333333 19.6666666666667 19.6666666666667 36.6666666666667 30 47.3333333333333 47.3333333333333 36.6666666666667
"41" 18.3333333333333 19.6666666666667 19.6666666666667 37.6666666666667 32.6666666666667 51.6666666666667 51.6666666666667 37.6666666666667
"42" 18.3333333333333 19.6666666666667 19.6666666666667 37.6666666666667 40 60.3333333333333 60.3333333333333 37.6666666666667
"43" 18.3333333333333 20 20 38 50.6666666666667 71 71 38
"44" 18.6666666666667 20 20 38 59.3333333333333 80 80 38
"45" 18.6666666666667 20 20 38.6666666666667 72 89 89 39.3333333333333
"46" 18.6666666666667 20 20 38.6666666666667 88.3333333333333 103.333333333333 103.333333333333 39.6666666666667
"47" 19 20.3333333333333 20.3333333333333 38.6666666666667 107.666666666667 114 114 40.3333333333333
"48" 19.6666666666667 20.3333333333333 20.3333333333333 38.6666666666667 126 124 124 40.6666666666667
"49" 19.6666666666667 20.3333333333333 20.3333333333333 38.6666666666667 148.666666666667 143.666666666667 143.666666666667 42.3333333333333
"50" 19.6666666666667 20.3333333333333 20.3333333333333 38.6666666666667 167.666666666667 159.333333333333 159.333333333333 43.6666666666667
"51" 19.6666666666667 21 21 39 188.666666666667 177.333333333333 177.333333333333 45.3333333333333
"52" 19.6666666666667 23 23 39 211 201.333333333333 201.333333333333 48
"53" 19.6666666666667 26 26 39 231.666666666667 231.333333333333 231.333333333333 51.6666666666667
"54" 19.6666666666667 26.6666666666667 26.6666666666667 39 255.333333333333 259 259 60.3333333333333
"55" 19.6666666666667 30 30 39 276.333333333333 290.666666666667 290.666666666667 69
"56" 19.6666666666667 31.6666666666667 31.6666666666667 39 297.333333333333 323.666666666667 323.666666666667 81
"57" 20 32.3333333333333 32.3333333333333 39 321 361.666666666667 361.666666666667 94.3333333333333
"58" 20 33.6666666666667 33.6666666666667 39 344.333333333333 408 408 111.666666666667
"59" 20.3333333333333 34.6666666666667 34.6666666666667 39 364 454 454 129.666666666667
"60" 20.6666666666667 35 35 39 394.333333333333 513.666666666667 513.666666666667 153.666666666667
"61" 21 35.6666666666667 35.6666666666667 39 418.333333333333 569.666666666667 569.666666666667 179
"62" 23 36 36 39 442.333333333333 627.333333333333 627.333333333333 202
"63" 23 36 36 39 465 677 677 228
"64" 25 36.3333333333333 36.3333333333333 39 490 733.333333333333 733.333333333333 251.666666666667
"65" 25.6666666666667 36.6666666666667 36.6666666666667 39 512.333333333333 784.666666666667 784.666666666667 275
"66" 26.3333333333333 37 37 39 537 842.666666666667 842.666666666667 297.666666666667
"67" 28 37 37 39 556 897 897 320
"68" 29 37 37 39 576 944 944 340.666666666667
"69" 31 37 37 39 595.333333333333 989.666666666667 989.666666666667 366.333333333333
"70" 32 37 37 39 615 1038.66666666667 1038.66666666667 389.666666666667
"71" 33 37 37 39 632.333333333333 1082 1082 414.333333333333
