"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" 0 0 0 0 0 0 0 0
"2" 0 0 0 0 0 0 0 0
"3" 0 0 0 0 0 0 0 0
"4" 0 0 0 0 0 0 0 0
"5" 0 0 0 0 0 0 0 0
"6" 0 0 0 0 0 0 0 0
"7" 0 0 0 0 0 0 0 0
"8" 0 0 0 0 0 0 0 0
"9" 0 0 0 0 0 0 0 0
"10" 0 0 0 0 0 0 0 0
"11" 0 0 0 0 0 0 0 0
"12" 0 0 0 0 0 0 0 0
"13" 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0
"17" 0 0 0 0 0 0 0 0
"18" 0 0 0 0 0 0 0 0
"19" 0 0 0 0 0 0 0 0
"20" 0 0 0 0 0 0 0 0
"21" 0 0 0 0 0 0 0 0
"22" 0 0 0 0 0 0 0 0
"23" 0 0 0 0 0 0 0 0
"24" 0 1 1 0 0 1.66666666666667 1.66666666666667 0
"25" 0 3.33333333333333 3.33333333333333 0 0 5 5 0
"26" 0.666666666666667 5 5 0 0.666666666666667 7.33333333333333 7.33333333333333 0
"27" 2.33333333333333 7 7 0 2.33333333333333 9.66666666666667 9.66666666666667 0
"28" 4.66666666666667 8.66666666666667 8.66666666666667 0 4.66666666666667 12 12 0
"29" 7 10.3333333333333 10.3333333333333 0 7.66666666666667 16 16 0
"30" 7.66666666666667 11 11 0 8.33333333333333 19.3333333333333 19.3333333333333 0
"31" 8.66666666666667 12 12 0 9.66666666666667 22 22 0
"32" 9.66666666666667 13 13 0 12 24 24 0
"33" 11.3333333333333 13.6666666666667 13.6666666666667 0 14 28 28 0
"34" 13 14.3333333333333 14.3333333333333 6.66666666666667 17.3333333333333 30.3333333333333 30.3333333333333 6.66666666666667
"35" 14.3333333333333 15.3333333333333 15.3333333333333 16.3333333333333 19.6666666666667 31.6666666666667 31.6666666666667 16.3333333333333
"36" 14.6666666666667 16.6666666666667 16.6666666666667 21 21 34 34 21
"37" 16.3333333333333 16.6666666666667 16.6666666666667 25 24.6666666666667 37 37 25
"38" 17 18 18 28.6666666666667 28.6666666666667 40.3333333333333 40.3333333333333 28.6666666666667
"39" 17 19 19 30 33.3333333333333 43.3333333333333 43.3333333333333 30
